title,year,director,producer,writer,genre,budget,revenue,release_month,roi,success,director_avg_roi,director_hit_rate,producer_rev_mult,producer_hit_rate,writer_quality,writer_hit_rate,genre_rev_mult,genre_base_success,month_modifier
Film_0152,2005,Unknown Director,Unknown Producer,Bong Joon-ho,Comedy,10061491,8822150,5,-0.123,0,0.8,0.35,1.2,0.38,0.85,0.75,0.8,0.5,1.1
Film_0153,2022,David Fincher,Jerry Bruckheimer,Eric Roth,Adventure,164418062,213116110,2,0.296,0,2.0,0.7,2.5,0.7,0.75,0.68,1.5,0.55,0.72
Film_0154,2023,Quentin Tarantino,Unknown Producer,Greta Gerwig,Action,152624937,456544464,1,1.991,1,2.5,0.8,1.2,0.38,0.8,0.78,1.5,0.55,0.7
Film_0155,2020,Steven Spielberg,David Heyman,Aaron Sorkin,Fantasy,39986646,64064106,9,0.602,1,3.2,0.85,3.2,0.8,0.82,0.7,1.4,0.48,0.75
Film_0156,2006,Martin Scorsese,David Heyman,Charlie Kaufman,Drama,47327986,75555057,6,0.596,1,1.8,0.65,3.2,0.8,0.75,0.5,0.6,0.4,1.25
Film_0157,2011,Martin Scorsese,Scott Rudin,Unknown Writer,Action,4940641,8527309,12,0.726,1,1.8,0.65,1.8,0.65,0.5,0.35,1.5,0.55,1.2
Film_0158,2007,Christopher Nolan,Frank Marshall,Charlie Kaufman,Adventure,88958330,82366799,11,-0.074,0,3.8,0.9,2.5,0.7,0.75,0.5,1.5,0.55,1.15
Film_0159,2016,Ari Aster,Amy Pascal,Charlie Kaufman,Sci-Fi,57649611,53258386,10,-0.076,0,6.0,0.7,2.8,0.72,0.75,0.5,1.3,0.5,0.8
Film_0160,2015,Greta Gerwig,Jon Landau,Edgar Wright,Comedy,17644798,37646067,12,1.134,1,3.5,0.8,5.0,0.9,0.78,0.65,0.8,0.5,1.2
Film_0161,2024,David Fincher,Neal H. Moritz,Christopher Nolan,Horror,22363250,30300876,5,0.355,0,2.0,0.7,2.8,0.68,0.88,0.85,1.8,0.65,1.1
Film_0162,2015,Ryan Coogler,Jason Blum,Christopher Nolan,Action,29153502,107515321,4,2.688,1,4.0,0.85,8.0,0.85,0.88,0.85,1.5,0.55,0.85
Film_0163,2005,Michael Bay,Jordan Peele,Greta Gerwig,Thriller,49413268,19307280,7,-0.609,0,2.2,0.65,5.5,0.85,0.8,0.78,1.0,0.52,1.3
Film_0164,2019,Unknown Director,Unknown Producer,Taylor Sheridan,Adventure,9618876,18741640,9,0.948,1,0.8,0.35,1.2,0.38,0.8,0.72,1.5,0.55,0.75
Film_0165,2023,Ryan Coogler,Frank Marshall,Jordan Peele,Horror,20149584,52471698,2,1.604,1,4.0,0.85,2.5,0.7,0.9,0.88,1.8,0.65,0.72
Film_0166,2016,M. Night Shyamalan,Kevin Feige,Jordan Peele,Action,36453319,70852668,3,0.944,1,2.8,0.55,4.0,0.92,0.9,0.88,1.5,0.55,0.82
Film_0167,2018,Unknown Director,Unknown Producer,Emerald Fennell,Adventure,26851974,20054894,9,-0.253,0,0.8,0.35,1.2,0.38,0.78,0.7,1.5,0.55,0.75
Film_0168,2011,Unknown Director,Scott Rudin,Quentin Tarantino,Adventure,180907221,106525306,6,-0.411,0,0.8,0.35,1.8,0.65,0.85,0.8,1.5,0.55,1.25
Film_0169,2005,James Wan,Scott Rudin,Greta Gerwig,Romance,2248802,8303231,5,2.692,1,4.5,0.85,1.8,0.65,0.8,0.78,0.7,0.42,1.1
Film_0170,2025,James Wan,Jason Blum,Christopher Nolan,Sci-Fi,110432364,102304183,12,-0.074,0,4.5,0.85,8.0,0.85,0.88,0.85,1.3,0.5,1.2
Film_0171,2016,Quentin Tarantino,Kathleen Kennedy,Unknown Writer,Comedy,55018049,204319990,7,2.714,1,2.5,0.8,3.0,0.75,0.5,0.35,0.8,0.5,1.3
Film_0172,2020,Chloe Zhao,Unknown Producer,Greta Gerwig,Sci-Fi,8001633,1991266,9,-0.751,0,1.2,0.5,1.2,0.38,0.8,0.78,1.3,0.5,0.75
Film_0173,2023,Quentin Tarantino,Megan Ellison,Quentin Tarantino,Animation,52164757,91286886,12,0.75,1,2.5,0.8,1.5,0.55,0.85,0.8,1.6,0.6,1.2
Film_0174,2025,Barry Jenkins,Unknown Producer,Bong Joon-ho,Animation,87469858,110704335,1,0.266,0,1.8,0.65,1.2,0.38,0.85,0.75,1.6,0.6,0.7
Film_0175,2025,Ridley Scott,Unknown Producer,Ryan Coogler,Comedy,5524998,2793698,9,-0.494,0,1.6,0.55,1.2,0.38,0.8,0.82,0.8,0.5,0.75
Film_0176,2015,Denis Villeneuve,Jason Blum,Charlie Kaufman,Drama,151255545,851571105,6,4.63,1,2.1,0.75,8.0,0.85,0.75,0.5,0.6,0.4,1.25
Film_0177,2014,Quentin Tarantino,Jordan Peele,Ryan Coogler,Drama,27445797,51356847,8,0.871,1,2.5,0.8,5.5,0.85,0.8,0.82,0.6,0.4,1.05
Film_0178,2022,Chloe Zhao,Charles Roven,Christopher Nolan,Comedy,26534394,33286223,3,0.254,0,1.2,0.5,2.5,0.65,0.88,0.85,0.8,0.5,0.82
Film_0179,2018,Steven Spielberg,Unknown Producer,Greta Gerwig,Action,56451667,36121549,6,-0.36,0,3.2,0.85,1.2,0.38,0.8,0.78,1.5,0.55,1.25
Film_0180,2019,Tim Burton,Jerry Bruckheimer,Unknown Writer,Comedy,25575727,32569880,4,0.273,0,1.8,0.6,2.5,0.7,0.5,0.35,0.8,0.5,0.85
Film_0181,2023,Emerald Fennell,Lorenzo di Bonaventura,Charlie Kaufman,Comedy,94296995,30989519,12,-0.671,0,2.5,0.7,2.2,0.6,0.75,0.5,0.8,0.5,1.2
Film_0182,2023,Tim Burton,Unknown Producer,Denis Villeneuve,Fantasy,25508274,38184218,7,0.497,0,1.8,0.6,1.2,0.38,0.8,0.72,1.4,0.48,1.3
Film_0183,2009,The Russo Brothers,Unknown Producer,Emerald Fennell,Romance,2527019,5516993,1,1.183,1,4.2,0.85,1.2,0.38,0.78,0.7,0.7,0.42,0.7
Film_0184,2011,Emerald Fennell,Peter Chernin,Unknown Writer,Horror,1159202,6287589,3,4.424,1,2.5,0.7,2.0,0.62,0.5,0.35,1.8,0.65,0.82
Film_0185,2010,Robert Eggers,Jerry Bruckheimer,Unknown Writer,Sci-Fi,145849312,93019700,6,-0.362,0,2.0,0.6,2.5,0.7,0.5,0.35,1.3,0.5,1.25
Film_0186,2022,Unknown Director,Kevin Feige,Taika Waititi,Sci-Fi,9789579,6551952,5,-0.331,0,0.8,0.35,4.0,0.92,0.75,0.7,1.3,0.5,1.1
Film_0187,2007,Barry Jenkins,Jason Blum,James Gunn,Comedy,4606104,3084633,8,-0.33,0,1.8,0.65,8.0,0.85,0.78,0.8,0.8,0.5,1.05
Film_0188,2013,Barry Jenkins,Frank Marshall,Diablo Cody,Romance,7701846,22286349,9,1.894,1,1.8,0.65,2.5,0.7,0.72,0.58,0.7,0.42,0.75
Film_0189,2012,Wes Anderson,Amy Pascal,Eric Roth,Animation,66597258,110926510,2,0.666,1,1.5,0.6,2.8,0.72,0.75,0.68,1.6,0.6,0.72
Film_0190,2009,Emerald Fennell,Neal H. Moritz,Unknown Writer,Action,144406081,357535413,7,1.476,1,2.5,0.7,2.8,0.68,0.5,0.35,1.5,0.55,1.3
Film_0191,2015,Denis Villeneuve,Unknown Producer,Bong Joon-ho,Adventure,24873074,48392422,4,0.946,1,2.1,0.75,1.2,0.38,0.85,0.75,1.5,0.55,0.85
Film_0192,2012,Jordan Peele,Amy Pascal,Charlie Kaufman,Action,10122786,42724967,8,3.221,1,5.0,0.9,2.8,0.72,0.75,0.5,1.5,0.55,1.05
Film_0193,2022,Michael Bay,Jason Blum,Taylor Sheridan,Fantasy,23399860,35241692,10,0.506,1,2.2,0.65,8.0,0.85,0.8,0.72,1.4,0.48,0.8
Film_0194,2012,Steven Spielberg,Jon Landau,Christopher Nolan,Adventure,19144372,43652271,1,1.28,1,3.2,0.85,5.0,0.9,0.88,0.85,1.5,0.55,0.7
Film_0195,2025,Ridley Scott,Peter Chernin,Damien Chazelle,Drama,55919349,34443899,1,-0.384,0,1.6,0.55,2.0,0.62,0.82,0.72,0.6,0.4,0.7
Film_0196,2018,Michael Bay,Charles Roven,Ryan Coogler,Sci-Fi,150381043,316905045,8,1.107,1,2.2,0.65,2.5,0.65,0.8,0.82,1.3,0.5,1.05
Film_0197,2025,Martin Scorsese,A24,Ryan Coogler,Comedy,63363699,101397562,2,0.6,1,1.8,0.65,3.5,0.65,0.8,0.82,0.8,0.5,0.72
Film_0198,2007,M. Night Shyamalan,Megan Ellison,Eric Roth,Sci-Fi,102050244,38200124,1,-0.626,0,2.8,0.55,1.5,0.55,0.75,0.68,1.3,0.5,0.7
Film_0199,2020,Taika Waititi,Emma Thomas,Unknown Writer,Adventure,105935064,220502121,10,1.081,1,2.8,0.75,3.5,0.88,0.5,0.35,1.5,0.55,0.8
Film_0200,2014,Greta Gerwig,Unknown Producer,Tony Kushner,Comedy,59425119,97941814,11,0.648,1,3.5,0.8,1.2,0.38,0.78,0.65,0.8,0.5,1.15
Film_0201,2016,Steven Spielberg,Neal H. Moritz,Greta Gerwig,Thriller,10869237,21257176,10,0.956,1,3.2,0.85,2.8,0.68,0.8,0.78,1.0,0.52,0.8
Film_0202,2023,Tim Burton,Jon Landau,Unknown Writer,Animation,379618811,405762113,6,0.069,0,1.8,0.6,5.0,0.9,0.5,0.35,1.6,0.6,1.25
Film_0203,2014,Denis Villeneuve,Unknown Producer,Bong Joon-ho,Animation,7660088,15883852,5,1.074,1,2.1,0.75,1.2,0.38,0.85,0.75,1.6,0.6,1.1
Film_0204,2009,Chloe Zhao,Scott Rudin,Edgar Wright,Drama,126706603,328826065,8,1.595,1,1.2,0.5,1.8,0.65,0.78,0.65,0.6,0.4,1.05
Film_0205,2017,Sam Raimi,Peter Chernin,Rian Johnson,Action,108298240,108053884,3,-0.002,0,2.5,0.7,2.0,0.62,0.78,0.68,1.5,0.55,0.82
Film_0206,2021,James Cameron,Unknown Producer,Aaron Sorkin,Comedy,146907555,330205679,4,1.248,1,5.5,0.95,1.2,0.38,0.82,0.7,0.8,0.5,0.85
Film_0207,2019,Emerald Fennell,Kevin Feige,Greta Gerwig,Horror,47342473,56838324,11,0.201,0,2.5,0.7,4.0,0.92,0.8,0.78,1.8,0.65,1.15
Film_0208,2007,Ari Aster,Emma Thomas,Unknown Writer,Adventure,27481731,83969473,2,2.055,1,6.0,0.7,3.5,0.88,0.5,0.35,1.5,0.55,0.72
Film_0209,2009,James Cameron,Mary Parent,Edgar Wright,Adventure,33256739,91703670,3,1.757,1,5.5,0.95,2.8,0.7,0.78,0.65,1.5,0.55,0.82
Film_0210,2011,Wes Anderson,Jason Blum,Unknown Writer,Horror,500000,786530,7,0.573,1,1.5,0.6,8.0,0.85,0.5,0.35,1.8,0.65,1.3
Film_0211,2008,James Wan,Unknown Producer,Damien Chazelle,Fantasy,19012192,14982023,4,-0.212,0,4.5,0.85,1.2,0.38,0.82,0.72,1.4,0.48,0.85
Film_0212,2015,Wes Anderson,Jordan Peele,Charlie Kaufman,Fantasy,67486508,47688096,4,-0.293,0,1.5,0.6,5.5,0.85,0.75,0.5,1.4,0.48,0.85
Film_0213,2019,Taika Waititi,Unknown Producer,Eric Roth,Horror,8762102,16743691,8,0.911,1,2.8,0.75,1.2,0.38,0.75,0.68,1.8,0.65,1.05
Film_0214,2009,Sam Raimi,Emma Thomas,Taika Waititi,Sci-Fi,10454839,69476646,3,5.645,1,2.5,0.7,3.5,0.88,0.75,0.7,1.3,0.5,0.82
Film_0215,2014,Quentin Tarantino,Brad Pitt,Unknown Writer,Sci-Fi,71060173,51556328,4,-0.274,0,2.5,0.8,2.0,0.6,0.5,0.35,1.3,0.5,0.85
Film_0216,2021,Sam Raimi,Unknown Producer,Eric Roth,Fantasy,22128056,23741669,7,0.073,0,2.5,0.7,1.2,0.38,0.75,0.68,1.4,0.48,1.3
Film_0217,2014,Christopher Nolan,Emma Thomas,James Gunn,Fantasy,3505859,2985776,2,-0.148,0,3.8,0.9,3.5,0.88,0.78,0.8,1.4,0.48,0.72
Film_0218,2021,Damien Chazelle,Charles Roven,Tony Kushner,Drama,9172274,6318075,3,-0.311,0,2.5,0.7,2.5,0.65,0.78,0.65,0.6,0.4,0.82
Film_0219,2018,Greta Gerwig,Charles Roven,Denis Villeneuve,Thriller,19641427,10339118,4,-0.474,0,3.5,0.8,2.5,0.65,0.8,0.72,1.0,0.52,0.85
Film_0220,2016,Matt Reeves,Jerry Bruckheimer,Unknown Writer,Drama,16034880,121311741,8,6.565,1,2.8,0.75,2.5,0.7,0.5,0.35,0.6,0.4,1.05
Film_0221,2015,Unknown Director,Peter Chernin,Unknown Writer,Sci-Fi,59310016,17644000,3,-0.703,0,0.8,0.35,2.0,0.62,0.5,0.35,1.3,0.5,0.82
Film_0222,2014,Emerald Fennell,Emma Thomas,Taylor Sheridan,Romance,179828601,75427612,2,-0.581,0,2.5,0.7,3.5,0.88,0.8,0.72,0.7,0.42,0.72
Film_0223,2005,The Russo Brothers,Kathleen Kennedy,Eric Roth,Romance,9549476,15449734,6,0.618,1,4.2,0.85,3.0,0.75,0.75,0.68,0.7,0.42,1.25
Film_0224,2013,Emerald Fennell,Emma Thomas,Charlie Kaufman,Thriller,28699447,85432349,3,1.977,1,2.5,0.7,3.5,0.88,0.75,0.5,1.0,0.52,0.82
Film_0225,2009,James Cameron,Neal H. Moritz,Charlie Kaufman,Adventure,215232097,2218572981,11,9.308,1,5.5,0.95,2.8,0.68,0.75,0.5,1.5,0.55,1.15
Film_0226,2022,Steven Spielberg,Emma Thomas,Taylor Sheridan,Horror,16839016,19690902,6,0.169,0,3.2,0.85,3.5,0.88,0.8,0.72,1.8,0.65,1.25
Film_0227,2016,Steven Spielberg,Megan Ellison,Christopher Nolan,Thriller,8403530,7248395,3,-0.137,0,3.2,0.85,1.5,0.55,0.88,0.85,1.0,0.52,0.82
Film_0228,2013,Sam Raimi,Unknown Producer,Quentin Tarantino,Horror,4663068,7018929,2,0.505,1,2.5,0.7,1.2,0.38,0.85,0.8,1.8,0.65,0.72
Film_0229,2024,Bong Joon-ho,Frank Marshall,Eric Roth,Drama,11072101,15813372,1,0.428,0,3.0,0.75,2.5,0.7,0.75,0.68,0.6,0.4,0.7
Film_0230,2005,Sam Raimi,Unknown Producer,Unknown Writer,Fantasy,32424693,48196420,4,0.486,0,2.5,0.7,1.2,0.38,0.5,0.35,1.4,0.48,0.85
Film_0231,2025,Greta Gerwig,Charles Roven,Quentin Tarantino,Fantasy,110680090,173058435,5,0.564,1,3.5,0.8,2.5,0.65,0.85,0.8,1.4,0.48,1.1
Film_0232,2006,Taika Waititi,Neal H. Moritz,Rian Johnson,Action,7207394,2407518,6,-0.666,0,2.8,0.75,2.8,0.68,0.78,0.68,1.5,0.55,1.25
Film_0233,2012,Ryan Coogler,Unknown Producer,Edgar Wright,Horror,17794564,26234295,1,0.474,0,4.0,0.85,1.2,0.38,0.78,0.65,1.8,0.65,0.7
Film_0234,2024,The Russo Brothers,Lorenzo di Bonaventura,Tony Kushner,Drama,20863077,31922831,9,0.53,1,4.2,0.85,2.2,0.6,0.78,0.65,0.6,0.4,0.75
Film_0235,2025,Emerald Fennell,Mary Parent,Edgar Wright,Romance,5340686,6691852,6,0.253,0,2.5,0.7,2.8,0.7,0.78,0.65,0.7,0.42,1.25
Film_0236,2018,Christopher Nolan,Lorenzo di Bonaventura,Quentin Tarantino,Fantasy,186853271,742146633,11,2.972,1,3.8,0.9,2.2,0.6,0.85,0.8,1.4,0.48,1.15
Film_0237,2018,Bong Joon-ho,Frank Marshall,Damien Chazelle,Drama,21658649,53794999,11,1.484,1,3.0,0.75,2.5,0.7,0.82,0.72,0.6,0.4,1.15
Film_0238,2007,Unknown Director,Kathleen Kennedy,Taylor Sheridan,Fantasy,130829423,608102553,4,3.648,1,0.8,0.35,3.0,0.75,0.8,0.72,1.4,0.48,0.85
Film_0239,2024,Quentin Tarantino,Lorenzo di Bonaventura,Taylor Sheridan,Drama,249032932,137318862,10,-0.449,0,2.5,0.8,2.2,0.6,0.8,0.72,0.6,0.4,0.8
Film_0240,2016,Chloe Zhao,Mary Parent,Emerald Fennell,Horror,161684661,149317739,6,-0.076,0,1.2,0.5,2.8,0.7,0.78,0.7,1.8,0.65,1.25
Film_0241,2022,Steven Spielberg,Brad Pitt,Charlie Kaufman,Thriller,16449713,5370616,6,-0.674,0,3.2,0.85,2.0,0.6,0.75,0.5,1.0,0.52,1.25
Film_0242,2007,Unknown Director,Unknown Producer,Aaron Sorkin,Fantasy,102759835,33007084,1,-0.679,0,0.8,0.35,1.2,0.38,0.82,0.7,1.4,0.48,0.7
Film_0243,2024,Sam Raimi,David Heyman,Diablo Cody,Romance,10991781,8542670,11,-0.223,0,2.5,0.7,3.2,0.8,0.72,0.58,0.7,0.42,1.15
Film_0244,2009,Michael Bay,Jordan Peele,Taylor Sheridan,Fantasy,165606527,181878834,8,0.098,0,2.2,0.65,5.5,0.85,0.8,0.72,1.4,0.48,1.05
Film_0245,2017,Edgar Wright,Brad Pitt,Unknown Writer,Drama,117686455,61533556,11,-0.477,0,1.5,0.65,2.0,0.6,0.5,0.35,0.6,0.4,1.15
Film_0246,2009,Robert Eggers,Megan Ellison,Aaron Sorkin,Adventure,61602035,42149598,7,-0.316,0,2.0,0.6,1.5,0.55,0.82,0.7,1.5,0.55,1.3
Film_0247,2019,Steven Spielberg,Kevin Feige,Taika Waititi,Sci-Fi,321350332,431990067,3,0.344,0,3.2,0.85,4.0,0.92,0.75,0.7,1.3,0.5,0.82
Film_0248,2014,Unknown Director,Unknown Producer,Emerald Fennell,Comedy,98010434,21445576,9,-0.781,0,0.8,0.35,1.2,0.38,0.78,0.7,0.8,0.5,0.75
Film_0249,2025,Unknown Director,Brad Pitt,Quentin Tarantino,Horror,3028433,2768833,6,-0.086,0,0.8,0.35,2.0,0.6,0.85,0.8,1.8,0.65,1.25
Film_0250,2025,Unknown Director,Kathleen Kennedy,Ryan Coogler,Adventure,26119408,35915157,5,0.375,0,0.8,0.35,3.0,0.75,0.8,0.82,1.5,0.55,1.1
Film_0251,2025,Sam Raimi,A24,Quentin Tarantino,Animation,65473525,165602834,9,1.529,1,2.5,0.7,3.5,0.65,0.85,0.8,1.6,0.6,0.75
Film_0252,2008,Denis Villeneuve,Megan Ellison,Bong Joon-ho,Adventure,103447011,24825483,11,-0.76,0,2.1,0.75,1.5,0.55,0.85,0.75,1.5,0.55,1.15
Film_0253,2019,Emerald Fennell,Jason Blum,Unknown Writer,Action,268629249,1158879908,1,3.314,1,2.5,0.7,8.0,0.85,0.5,0.35,1.5,0.55,0.7
Film_0254,2006,Edgar Wright,Frank Marshall,Unknown Writer,Sci-Fi,71743804,132415430,8,0.846,1,1.5,0.65,2.5,0.7,0.5,0.35,1.3,0.5,1.05
Film_0255,2018,Greta Gerwig,Peter Chernin,Quentin Tarantino,Horror,10745436,11632257,10,0.083,0,3.5,0.8,2.0,0.62,0.85,0.8,1.8,0.65,0.8
Film_0256,2009,Jon Favreau,Charles Roven,Tony Kushner,Sci-Fi,46281061,80636439,10,0.742,1,3.0,0.8,2.5,0.65,0.78,0.65,1.3,0.5,0.8
Film_0257,2017,Greta Gerwig,Brad Pitt,Ryan Coogler,Horror,11687881,19784400,1,0.693,1,3.5,0.8,2.0,0.6,0.8,0.82,1.8,0.65,0.7
Film_0258,2021,James Cameron,Mary Parent,Christopher Nolan,Drama,228444841,421999573,10,0.847,1,5.5,0.95,2.8,0.7,0.88,0.85,0.6,0.4,0.8
Film_0259,2017,Martin Scorsese,Mary Parent,Unknown Writer,Romance,12451663,48402392,3,2.887,1,1.8,0.65,2.8,0.7,0.5,0.35,0.7,0.42,0.82
Film_0260,2025,Michael Bay,Peter Chernin,Rian Johnson,Sci-Fi,57316764,69969691,7,0.221,0,2.2,0.65,2.0,0.62,0.78,0.68,1.3,0.5,1.3
Film_0261,2015,Damien Chazelle,Jerry Bruckheimer,Ryan Coogler,Thriller,12349052,15067826,5,0.22,0,2.5,0.7,2.5,0.7,0.8,0.82,1.0,0.52,1.1
Film_0262,2020,Ari Aster,Megan Ellison,Rian Johnson,Drama,25841958,34586402,10,0.338,0,6.0,0.7,1.5,0.55,0.78,0.68,0.6,0.4,0.8
Film_0263,2022,Bong Joon-ho,David Heyman,Denis Villeneuve,Fantasy,113706913,188112508,3,0.654,1,3.0,0.75,3.2,0.8,0.8,0.72,1.4,0.48,0.82
Film_0264,2012,Emerald Fennell,Charles Roven,Ryan Coogler,Drama,15759641,34655176,9,1.199,1,2.5,0.7,2.5,0.65,0.8,0.82,0.6,0.4,0.75
Film_0265,2015,Ryan Coogler,Unknown Producer,Jordan Peele,Animation,52541908,133490107,2,1.541,1,4.0,0.85,1.2,0.38,0.9,0.88,1.6,0.6,0.72
Film_0266,2019,Barry Jenkins,Jerry Bruckheimer,Quentin Tarantino,Romance,67987104,28651464,9,-0.579,0,1.8,0.65,2.5,0.7,0.85,0.8,0.7,0.42,0.75
Film_0267,2007,Unknown Director,Unknown Producer,Taylor Sheridan,Action,22208970,17337869,4,-0.219,0,0.8,0.35,1.2,0.38,0.8,0.72,1.5,0.55,0.85
Film_0268,2007,Ridley Scott,Jason Blum,Charlie Kaufman,Drama,74250638,390274480,8,4.256,1,1.6,0.55,8.0,0.85,0.75,0.5,0.6,0.4,1.05
Film_0269,2006,James Cameron,David Heyman,Bong Joon-ho,Action,122984272,493278533,7,3.011,1,5.5,0.95,3.2,0.8,0.85,0.75,1.5,0.55,1.3
Film_0270,2007,Unknown Director,Unknown Producer,Denis Villeneuve,Comedy,64652943,37669632,7,-0.417,0,0.8,0.35,1.2,0.38,0.8,0.72,0.8,0.5,1.3
Film_0271,2025,Barry Jenkins,Frank Marshall,Ryan Coogler,Sci-Fi,306231075,239126086,3,-0.219,0,1.8,0.65,2.5,0.7,0.8,0.82,1.3,0.5,0.82
Film_0272,2024,Bong Joon-ho,Jordan Peele,Bong Joon-ho,Thriller,7399338,19797242,4,1.676,1,3.0,0.75,5.5,0.85,0.85,0.75,1.0,0.52,0.85
Film_0273,2022,Chloe Zhao,Charles Roven,Greta Gerwig,Animation,12417892,9839277,8,-0.208,0,1.2,0.5,2.5,0.65,0.8,0.78,1.6,0.6,1.05
Film_0274,2022,Sam Raimi,A24,Diablo Cody,Fantasy,187930123,130925398,1,-0.303,0,2.5,0.7,3.5,0.65,0.72,0.58,1.4,0.48,0.7
Film_0275,2015,Unknown Director,Brad Pitt,Damien Chazelle,Fantasy,48745626,43375863,12,-0.11,0,0.8,0.35,2.0,0.6,0.82,0.72,1.4,0.48,1.2
Film_0276,2010,Steven Spielberg,Jason Blum,Rian Johnson,Drama,31813798,59718277,1,0.877,1,3.2,0.85,8.0,0.85,0.78,0.68,0.6,0.4,0.7
Film_0277,2025,Unknown Director,Kevin Feige,Tony Kushner,Animation,39040636,47945290,5,0.228,0,0.8,0.35,4.0,0.92,0.78,0.65,1.6,0.6,1.1
Film_0278,2023,Martin Scorsese,Charles Roven,Taylor Sheridan,Sci-Fi,51554738,30024796,4,-0.418,0,1.8,0.65,2.5,0.65,0.8,0.72,1.3,0.5,0.85
Film_0279,2013,Ari Aster,Jon Landau,Edgar Wright,Drama,87661995,155615676,12,0.775,1,6.0,0.7,5.0,0.9,0.78,0.65,0.6,0.4,1.2
Film_0280,2017,The Russo Brothers,David Heyman,Aaron Sorkin,Horror,10616293,13676810,7,0.288,0,4.2,0.85,3.2,0.8,0.82,0.7,1.8,0.65,1.3
Film_0281,2005,Greta Gerwig,David Heyman,Bong Joon-ho,Thriller,18792772,39817120,6,1.119,1,3.5,0.8,3.2,0.8,0.85,0.75,1.0,0.52,1.25
Film_0282,2018,Tim Burton,Jordan Peele,Denis Villeneuve,Sci-Fi,73473894,95580145,10,0.301,0,1.8,0.6,5.5,0.85,0.8,0.72,1.3,0.5,0.8
Film_0283,2016,Michael Bay,Unknown Producer,Quentin Tarantino,Thriller,25405549,23581480,1,-0.072,0,2.2,0.65,1.2,0.38,0.85,0.8,1.0,0.52,0.7
Film_0284,2020,Greta Gerwig,Unknown Producer,Aaron Sorkin,Horror,13810440,44098549,7,2.193,1,3.5,0.8,1.2,0.38,0.82,0.7,1.8,0.65,1.3
Film_0285,2010,Edgar Wright,Jordan Peele,Taylor Sheridan,Comedy,2480038,2527933,5,0.019,0,1.5,0.65,5.5,0.85,0.8,0.72,0.8,0.5,1.1
Film_0286,2017,Bong Joon-ho,Megan Ellison,Unknown Writer,Sci-Fi,115713532,184376602,4,0.593,1,3.0,0.75,1.5,0.55,0.5,0.35,1.3,0.5,0.85
Film_0287,2006,Damien Chazelle,Amy Pascal,Unknown Writer,Fantasy,400000000,429413806,2,0.074,0,2.5,0.7,2.8,0.72,0.5,0.35,1.4,0.48,0.72
Film_0288,2022,Matt Reeves,Amy Pascal,Jordan Peele,Romance,43650315,179343158,4,3.109,1,2.8,0.75,2.8,0.72,0.9,0.88,0.7,0.42,0.85
Film_0289,2017,Michael Bay,Megan Ellison,Tony Kushner,Drama,36205403,67133092,11,0.854,1,2.2,0.65,1.5,0.55,0.78,0.65,0.6,0.4,1.15
Film_0290,2019,Emerald Fennell,Kevin Feige,Charlie Kaufman,Romance,19433326,20745399,6,0.068,0,2.5,0.7,4.0,0.92,0.75,0.5,0.7,0.42,1.25
Film_0291,2005,Jon Favreau,Unknown Producer,Eric Roth,Romance,16670372,24967172,6,0.498,0,3.0,0.8,1.2,0.38,0.75,0.68,0.7,0.42,1.25
Film_0292,2022,Robert Eggers,Lorenzo di Bonaventura,Unknown Writer,Thriller,5805033,6268271,6,0.08,0,2.0,0.6,2.2,0.6,0.5,0.35,1.0,0.52,1.25
Film_0293,2020,Denis Villeneuve,Amy Pascal,Eric Roth,Action,56439641,71710722,1,0.271,0,2.1,0.75,2.8,0.72,0.75,0.68,1.5,0.55,0.7
Film_0294,2016,Quentin Tarantino,Jon Landau,James Gunn,Romance,9579899,5382653,11,-0.438,0,2.5,0.8,5.0,0.9,0.78,0.8,0.7,0.42,1.15
Film_0295,2006,Bong Joon-ho,Peter Chernin,Greta Gerwig,Drama,7296456,21945056,11,2.008,1,3.0,0.75,2.0,0.62,0.8,0.78,0.6,0.4,1.15
Film_0296,2011,Steven Spielberg,Neal H. Moritz,Greta Gerwig,Action,109479971,233888183,11,1.136,1,3.2,0.85,2.8,0.68,0.8,0.78,1.5,0.55,1.15
Film_0297,2014,Jordan Peele,Unknown Producer,Tony Kushner,Sci-Fi,149254571,169048263,8,0.133,0,5.0,0.9,1.2,0.38,0.78,0.65,1.3,0.5,1.05
Film_0298,2013,Edgar Wright,Kathleen Kennedy,Ryan Coogler,Adventure,51326832,79412576,4,0.547,1,1.5,0.65,3.0,0.75,0.8,0.82,1.5,0.55,0.85
Film_0299,2018,Taika Waititi,Kathleen Kennedy,Unknown Writer,Animation,212817854,85639521,11,-0.598,0,2.8,0.75,3.0,0.75,0.5,0.35,1.6,0.6,1.15
Film_0300,2009,Christopher Nolan,Neal H. Moritz,Tony Kushner,Fantasy,36653575,81129307,9,1.213,1,3.8,0.9,2.8,0.68,0.78,0.65,1.4,0.48,0.75
Film_0301,2023,Jordan Peele,Mary Parent,Damien Chazelle,Adventure,39857526,35192647,3,-0.117,0,5.0,0.9,2.8,0.7,0.82,0.72,1.5,0.55,0.82
Film_0302,2024,Matt Reeves,Lorenzo di Bonaventura,Tony Kushner,Horror,5435467,4130297,2,-0.24,0,2.8,0.75,2.2,0.6,0.78,0.65,1.8,0.65,0.72
